,normal,ecg_duration,number_of_beats,mean_qrs_amplitude,standard_deviation_qrs_amplitude,mean_t_amplitude,standard_deviation_t_amplitude,mean_p_amplitude,standard_deviation_p_amplitude,mean_rr_interval,standard_deviation_rr_interval,mean_pr_interval,standard_deviation_pr_interval,mean_qt_interval,standard_deviation_qt_interval,mean_pr_segment,standard_deviation_pr_segment,mean_st_deviation,standard_deviation_st_deviation,mean_heart_rate,standard_deviation_heart_rate
1724,0,30.0,40,0.15,1.0013,0.1351,1.0045,0.0588,1.0133,0.7442,0.5645,-0.5004,0.6432,1.1803,0.5447,1.3423,0.5601,-0.3333,0.9551,103.7241,46.3494
1725,1,32.58,48,0.6667,0.7532,-0.1364,1.0021,-0.3,0.9661,0.6743,0.1515,-0.5239,0.6587,1.2051,0.7669,1.3132,0.7259,-0.6596,0.7598,97.7116,41.1391
1726,0,60.0,66,-0.1818,0.9909,-0.1,1.0034,-0.2963,0.9641,0.9132,0.1106,-1.9516,1.5293,2.8867,1.6142,2.9813,1.5312,-0.8462,0.5371,68.0736,22.3468
1727,1,30.0,30,0.4,0.9322,0.2593,0.9842,0.1667,1.0072,0.9839,0.03,-0.6778,0.7674,1.59,0.9792,1.7877,0.7815,0.7931,0.6199,61.0364,1.8723
1728,1,30.0,36,-0.2778,0.9743,-0.0909,1.0113,0.1333,1.008,0.8202,0.2609,-0.5081,0.686,1.3285,0.8976,1.4445,0.8159,-0.1429,1.0042,86.431,45.9536
1729,1,30.0,47,0.6596,0.7598,-0.2093,0.9894,-0.2,0.9923,0.6302,0.1138,-1.0922,0.6098,1.6956,0.6849,1.8085,0.6759,0.4783,0.8879,106.833,75.0627
1730,1,30.0,41,0.9512,0.3123,-0.2632,0.9777,-0.2,0.9941,0.7237,0.0339,-0.4859,0.6132,1.1108,0.6358,1.311,0.6167,-0.75,0.6699,83.0954,4.0374
1731,1,30.0,55,-0.4909,0.8792,0.0,1.0098,-0.0204,1.0102,0.5323,0.2008,-0.3437,0.4755,0.889,0.5614,0.9775,0.5804,0.1481,0.9983,131.141,53.5709
1732,0,30.0,43,0.2093,0.9894,-0.05,1.0115,-0.2973,0.968,0.6991,0.1907,-0.4446,0.5468,1.1351,0.6257,1.2697,0.5908,0.1429,1.0017,98.0437,48.263
1733,1,60.0,69,0.5362,0.8503,-0.129,0.9997,-0.3214,0.9555,0.8645,0.2849,-2.052,2.1541,2.9149,2.2912,3.0128,2.2924,0.2353,0.9792,85.9899,53.5613
1734,0,60.0,132,0.0152,1.0037,0.0323,1.0035,-0.2712,0.9666,0.4527,0.1272,-1.6719,1.3259,2.1603,1.3562,2.2158,1.3998,-0.4122,0.9104,149.584,85.5404
1735,0,11.54,16,0.75,0.6831,0.4286,0.9376,0.3333,0.9847,0.7293,0.2485,0.1357,0.1963,0.4462,0.3306,0.6738,0.3398,0.0667,1.0328,96.7073,47.1858
1736,1,30.0,35,0.2571,0.9805,0.125,1.008,0.1034,1.0122,0.8628,0.3644,-0.5395,0.6996,1.4517,0.8699,1.5241,0.7653,-0.2353,0.9865,90.8663,60.6204
1737,1,30.0,46,0.9565,0.2949,0.1628,0.9983,0.0,1.0127,0.656,0.0748,-0.4922,0.5503,1.0961,0.6461,1.2683,0.5752,-0.0222,1.0111,93.5587,19.084
1738,1,30.0,31,0.7419,0.6816,0.0714,1.0157,-0.84,0.5538,0.9529,0.0715,-0.5912,0.6905,1.5111,0.9317,1.6487,0.7368,-0.9333,0.3651,63.3655,5.53
1739,1,30.0,34,-0.1176,1.008,0.1333,1.008,-0.1429,1.0079,0.8581,0.1852,-0.587,0.6507,1.6526,1.0706,1.5768,0.61,0.0909,1.0113,78.24,42.5521
1740,1,30.0,40,0.85,0.5335,0.2973,0.968,0.7059,0.719,0.7621,0.0232,-0.5456,0.59,1.2814,0.709,1.4168,0.5924,-0.5897,0.8181,78.8087,2.4875
1741,1,30.0,44,1.0,0.0,0.2195,0.9877,-0.4737,0.8925,0.68,0.0115,-0.5358,0.5364,1.1287,0.618,1.3273,0.5422,0.3488,0.9483,88.2598,1.488
1742,0,26.706699999999998,60,0.4667,0.8919,-0.2,0.9888,0.0189,1.0094,0.4389,0.1687,-0.1982,0.3602,1.5373,0.5067,0.7385,0.3894,0.1864,0.9909,160.1136,65.362
1743,0,30.0,48,0.1667,0.9964,0.3333,0.9535,0.0476,1.011,0.6142,0.1244,-0.3951,0.5137,0.9891,0.5131,1.0907,0.4966,-0.0213,1.0106,102.8586,29.6396
1744,1,30.0,46,0.2609,0.976,-0.1628,0.9983,-0.05,1.0115,0.6432,0.3331,-0.5297,0.7159,1.0943,0.86,1.257,0.8438,-0.0667,1.009,125.8665,75.9106
1745,1,30.0,33,0.0909,1.0113,0.2,0.9965,0.2593,0.9842,0.8869,0.0635,-0.573,0.6906,1.4279,0.8516,1.5524,0.7094,0.375,0.9419,67.9921,4.9073
1746,0,30.0,57,-0.4035,0.9231,0.1923,0.9909,0.5102,0.869,0.5116,0.1977,-0.858,1.019,1.3866,1.0774,1.4437,1.092,0.7857,0.6242,133.7225,47.4643
1747,1,30.0,38,-0.3158,0.9616,0.3714,0.942,-0.1875,0.998,0.7771,0.1335,-0.5157,0.5706,1.2753,0.6802,1.411,0.5427,-0.5135,0.8699,81.4053,25.4285
1748,1,30.0,38,-0.1579,1.0007,0.3143,0.9632,0.1875,0.998,0.7925,0.1091,-0.5559,0.637,1.3496,0.796,1.4563,0.7018,0.4595,0.9005,77.6461,15.0178
1749,0,30.0,49,-0.0204,1.0102,-0.087,1.0072,-0.3953,0.9294,0.6092,0.0996,-0.4373,0.521,0.9914,0.5401,1.1403,0.5343,-0.75,0.6684,101.3549,18.804
1750,1,30.0,37,-0.0811,1.0105,0.2941,0.9701,0.4839,0.8896,0.825,0.1255,-0.5277,0.6881,1.3416,0.8487,1.4553,0.733,0.3889,0.9344,75.6734,21.2547
1751,1,30.0,39,0.5897,0.8181,-0.3333,0.9562,-0.3939,0.9334,0.7688,0.2031,-0.4927,0.6533,1.2582,0.8122,1.3681,0.7732,-0.1053,1.0078,90.302,51.3319
1752,0,30.0,64,0.3125,0.9574,-0.082,1.0049,-0.5517,0.8413,0.4553,0.1871,-0.2605,0.4162,0.7819,0.4499,0.808,0.4747,-0.2698,0.9706,153.3981,59.8969
1753,1,26.6267,29,-0.2414,0.9876,0.5385,0.8593,0.2174,0.998,0.9032,0.0182,-0.4732,0.6209,1.3159,0.7464,1.4887,0.6105,-0.1429,1.0079,66.4551,1.3232
1754,0,30.0,35,0.4286,0.9167,0.0625,1.014,-0.0345,1.0171,0.8331,0.2824,-0.4664,0.6583,1.2993,0.8194,1.3889,0.6951,-0.4118,0.925,100.2397,111.1562
1755,0,30.0,41,0.3171,0.9602,-0.0526,1.012,-0.2571,0.9805,0.7338,0.195,-0.4837,0.5864,1.1726,0.6132,1.3116,0.6098,-0.05,1.0115,91.6874,42.612
1756,1,30.0,41,0.3171,0.9602,-0.2632,0.9777,0.0286,1.0142,0.7175,0.1217,-0.4885,0.6188,1.2048,0.7321,1.3039,0.6906,-0.35,0.9487,88.2512,28.7201
1757,0,30.0,38,0.6316,0.7857,0.0286,1.0142,0.0625,1.014,0.788,0.1893,-0.539,0.6165,1.3223,0.7074,1.4316,0.6085,-0.4054,0.9267,80.4787,21.6073
1758,0,30.0,24,-0.75,0.6757,-0.3333,0.9661,0.3333,0.9701,1.2387,0.0177,-0.904,0.8982,1.8214,1.11,2.2438,0.8957,0.3043,0.974,48.4476,0.6971
1759,0,30.0,36,-0.2778,0.9743,0.1515,1.0038,-0.2667,0.9803,0.8163,0.1213,-0.5576,0.5758,1.3364,0.7447,1.5217,0.5531,-1.0,0.0,76.0765,18.0888
1760,1,30.0,42,0.5238,0.8622,0.3846,0.9351,0.1667,1.0,0.7038,0.0418,-0.4932,0.5658,1.1356,0.6126,1.3115,0.5769,-0.0732,1.0097,85.5537,5.2699
1761,0,33.18,49,-0.2245,0.9846,0.1111,1.005,0.0732,1.0097,0.6789,0.1777,-0.5628,0.6762,1.1659,0.7018,1.3381,0.7273,0.4583,0.8982,99.258,44.6794
1762,1,30.0,38,-0.2105,0.9907,-0.0857,1.0109,-0.0625,1.014,0.7973,0.0993,-0.5457,0.6128,1.2849,0.7484,1.4607,0.6052,0.0811,1.0105,77.401,17.9368
1763,1,30.0,31,-0.0323,1.016,-0.1429,1.0079,-0.84,0.5538,0.9487,0.0228,-0.645,0.7485,1.5146,0.9308,1.7021,0.7669,-0.8,0.6103,63.2826,1.547
1764,0,34.9533,52,0.8462,0.5381,0.2083,0.9884,-0.1818,0.9947,0.6744,0.1637,-0.6472,0.6274,1.2649,0.6552,1.4372,0.5948,-0.0588,1.0082,97.6425,39.2752
1765,1,13.4467,18,0.3333,0.9701,0.125,1.0247,0.0,1.0377,0.7112,0.2492,0.0856,0.2998,0.5481,0.4086,0.7352,0.4076,0.2941,0.9852,100.4956,51.6197
1766,0,36.6133,42,-1.0,0.0,0.3158,0.9616,0.3529,0.9497,0.8472,0.0977,-0.821,0.8115,1.6261,0.8848,1.7704,0.7784,-0.2195,0.9877,72.5286,15.3191
1767,1,30.0,56,-0.3929,0.9279,0.1698,0.9949,0.0,1.0102,0.5375,0.2199,-0.3756,0.4781,0.8898,0.5414,0.9925,0.5088,0.1636,0.9956,134.4416,61.2853
1768,0,30.0,53,0.0566,1.008,-0.0417,1.0097,-0.0435,1.0101,0.558,0.2511,-0.5001,0.6571,1.3712,0.9064,1.1572,0.6313,-0.1923,0.9909,133.2514,65.8382
1769,1,30.0,41,0.7561,0.6626,0.2632,0.9777,-0.0286,1.0142,0.7353,0.0793,-0.5175,0.6247,1.1994,0.6874,1.3621,0.63,-0.05,1.0115,82.587,9.6116
1770,1,30.0,42,0.8095,0.5942,-0.0256,1.0127,0.2778,0.9743,0.6992,0.1413,-0.4951,0.5817,1.129,0.6638,1.3003,0.6324,-0.3659,0.9422,92.8245,37.7372
1771,1,30.0,40,0.55,0.8458,-0.0811,1.0105,-0.4706,0.8956,0.7274,0.3315,-0.5069,0.6431,1.1386,0.7843,1.3368,0.753,-0.641,0.7776,107.6427,59.4439
1772,1,30.0,32,0.6875,0.7378,-0.3103,0.9675,-0.0769,1.0168,0.9287,0.234,-0.5716,0.7579,1.4572,0.9443,1.5909,0.8457,-0.4194,0.9228,75.1425,45.1213
1773,1,30.0,36,0.3889,0.9344,-0.2121,0.9924,-0.4,0.9322,0.8243,0.174,-0.4914,0.678,1.3199,0.8588,1.4178,0.7719,0.0286,1.0142,78.6292,29.5514
1774,1,30.0,58,-1.0,0.0,0.0182,1.009,0.3077,0.9608,0.5061,0.0035,-0.3622,0.4156,0.8113,0.4247,0.9832,0.4194,0.7193,0.7009,118.5633,0.8097
1775,1,30.0,27,0.4074,0.9306,0.0,1.0215,0.1429,1.0142,1.1378,0.0261,-0.8639,0.8997,1.7046,1.0211,2.1136,0.8638,-0.5385,0.8593,52.7594,1.2234
1776,0,60.0,70,-0.3143,0.9562,-0.0938,1.0035,-0.2414,0.9789,0.8533,0.1837,-1.7955,1.4958,2.6578,1.5944,2.7628,1.5374,0.0725,1.0047,75.4086,25.4724
1777,1,30.0,28,-0.4286,0.9201,0.04,1.0198,-0.0909,1.0193,1.0327,0.015,-0.6847,0.7807,1.6381,1.0003,1.8291,0.7863,0.4815,0.8932,58.1111,0.8451
1778,0,18.0533,33,0.3333,0.9574,-0.0667,1.0148,-0.2143,0.9947,0.5312,0.2326,-0.1351,0.2871,0.6148,0.2531,0.7663,0.2715,-0.25,0.9837,132.2764,48.8496
1779,0,30.0,32,0.25,0.9837,0.5172,0.871,0.2308,0.9923,0.9438,0.1233,-0.5916,0.727,1.4967,0.8554,1.6478,0.7645,-1.0,0.0,64.8747,10.7539
1780,1,30.0,41,0.7561,0.6626,-0.1579,1.0007,-0.0857,1.0109,0.7206,0.0389,-0.5455,0.5728,1.2356,0.7202,1.3893,0.5764,-0.65,0.7696,83.4947,4.3543
1781,1,30.0,25,0.12,1.0132,0.0909,1.0193,0.1579,1.0145,1.1828,0.0573,-0.8471,0.8853,1.76,1.0634,2.137,0.8926,0.1667,1.0072,50.8507,2.6478
1782,1,30.0,41,0.7073,0.7157,0.0526,1.012,0.4857,0.8869,0.7267,0.1487,-0.467,0.6016,1.2078,0.6847,1.3275,0.6541,-0.35,0.9487,89.4812,35.9429
1783,1,60.0,67,0.6418,0.7727,0.2459,0.9773,0.2364,0.9806,0.902,0.0097,-1.8736,1.5194,2.826,1.6437,2.8925,1.5332,0.8788,0.4809,66.525,0.7206
1784,1,30.0,40,1.0,0.0,0.2973,0.968,0.5882,0.8209,0.7579,0.0135,-0.5233,0.5901,1.2681,0.725,1.3964,0.5928,-0.5385,0.8537,79.1855,1.4152
1785,0,37.64,79,-0.038,1.0057,-0.0833,1.0035,-0.3824,0.9309,0.479,0.5731,-0.7475,1.0043,1.2976,1.1808,1.3215,1.1861,-0.0769,1.0035,161.8938,63.7696
1786,1,30.0,45,0.7778,0.6356,0.1905,0.9936,-0.2821,0.9719,0.6727,0.0817,-0.489,0.5708,1.0885,0.5896,1.2598,0.5961,-0.3636,0.9423,91.2807,18.0249
1787,1,30.0,32,-0.1875,0.998,-0.7241,0.7019,-0.3846,0.9414,0.9116,0.0523,-0.5922,0.6958,1.4572,0.8632,1.6064,0.7043,-0.8065,0.6011,66.0351,3.9246
1788,1,30.0,38,0.4737,0.8925,0.1765,0.9991,-0.4839,0.8896,0.7882,0.2097,-1.3451,0.8518,2.0562,1.046,2.2081,1.0317,-0.4595,0.9005,89.3034,58.1468
1789,0,30.0,33,0.4545,0.9045,-0.3333,0.9589,-0.4815,0.8932,0.9102,0.3767,-0.5959,0.7783,1.4033,0.9298,1.6259,0.9177,-0.8125,0.5923,84.6945,49.3839
1790,1,30.0,31,0.6129,0.8032,-0.0714,1.0157,0.12,1.0132,0.9536,0.0281,-0.6076,0.6815,1.5304,0.878,1.6858,0.7017,0.8667,0.5074,62.9749,1.8459
1791,1,22.3733,33,0.3939,0.9334,0.3333,0.9589,0.2593,0.9842,0.6793,0.1764,-0.1907,0.4349,0.821,0.523,0.9768,0.5314,0.0,1.016,96.8184,34.8645
1792,1,30.0,33,-0.2727,0.977,0.4667,0.8996,0.5556,0.8473,0.8984,0.0233,-0.6372,0.6476,1.4661,0.8105,1.6394,0.6552,-0.5,0.8799,66.8266,1.7541
1793,0,30.0,37,-0.0811,1.0105,0.0588,1.0133,-0.4839,0.8896,0.7953,0.1353,-0.4994,0.642,1.2457,0.6901,1.3987,0.6421,-0.4444,0.9085,79.1504,22.9498
1794,0,56.82,68,-0.4706,0.8889,0.129,0.9997,0.2857,0.967,0.8407,0.1882,-1.6597,1.3717,2.5427,1.4292,2.6209,1.3863,0.1343,0.9984,77.9919,32.9442
1795,0,35.8,40,0.05,1.0115,0.1667,1.0,-0.5,0.8799,0.8881,0.1653,-0.8868,0.9031,1.7081,1.0302,1.8833,0.8791,-0.8462,0.5399,70.5249,17.3201
1796,1,30.0,40,-0.35,0.9487,-0.1892,0.9955,0.2353,0.9865,0.7267,0.0551,-0.518,0.5454,1.2196,0.5928,1.3547,0.5065,-0.9487,0.3203,83.0277,6.2375
1797,1,30.0,29,-0.6552,0.7689,-0.2308,0.9923,-0.1304,1.0137,1.0279,0.0793,-0.6914,0.7248,1.6462,0.9369,1.8497,0.6597,0.7143,0.7127,58.6898,4.2533
1798,1,30.0,65,0.5692,0.8286,-0.2281,0.9823,-0.2364,0.9806,0.4545,0.1704,-0.7752,0.9353,1.4306,1.173,1.3109,0.9538,-0.2812,0.9672,154.3595,63.6656
1799,0,19.3667,33,0.0303,1.015,0.3333,0.9589,0.0714,1.0157,0.5191,0.25,-0.3906,0.4351,0.8671,0.4147,0.962,0.3169,-0.25,0.9837,141.733,64.0092
1800,1,18.16,25,0.52,0.8718,0.3913,0.9409,0.1429,1.0142,0.7228,0.0729,-0.0761,0.3449,0.7088,0.4638,0.907,0.3835,-0.0833,1.018,84.2131,12.6215
1801,1,30.0,43,0.814,0.5878,0.2,0.9923,-0.1351,1.0045,0.6875,0.0505,-0.5086,0.5442,1.1758,0.5963,1.3087,0.5383,0.381,0.9358,87.6966,6.0039
1802,0,30.0,38,0.3158,0.9616,0.0286,1.0142,-0.4375,0.9136,0.7847,0.4606,-0.4869,0.6435,1.123,0.7832,1.3413,0.8054,0.027,1.0134,104.0676,52.1291
1803,0,60.0,122,0.1967,0.9845,0.0517,1.003,0.1273,0.9964,0.4925,0.1165,-1.0356,0.8856,1.5708,0.8749,1.6243,0.9098,-0.1405,0.9942,127.6017,25.4527
1804,1,60.0,74,-0.027,1.0065,0.2059,0.9859,0.1613,0.995,0.8139,0.0284,-1.7173,1.381,2.5015,1.4014,2.6404,1.379,-0.726,0.6924,73.8018,2.487
1805,0,30.0,58,0.6897,0.7305,-0.0909,1.005,-0.0769,1.0068,0.5188,0.1805,-0.333,0.4455,0.8676,0.501,0.96,0.4937,0.1228,1.0013,129.8639,44.1834
1806,0,30.0,53,0.3962,0.9269,-0.551,0.8431,-0.2174,0.9869,0.5652,0.2455,-0.5493,0.7298,1.1273,0.7637,1.1951,0.7478,-0.2308,0.9825,128.989,60.2329
1807,0,30.0,80,0.025,1.006,-0.3421,0.9459,-0.6438,0.7705,0.3738,0.0739,-0.3507,0.4789,0.777,0.4795,0.8186,0.4762,-0.7468,0.6693,166.9184,34.5451
1808,1,30.0,27,0.3333,0.9608,0.4167,0.9286,0.4286,0.9258,1.0936,0.0924,-0.6733,0.858,1.6933,0.9639,1.8726,0.8317,-0.6923,0.7359,55.2185,4.3888
1809,0,30.0,29,-0.0345,1.0171,0.0,1.0198,0.0435,1.0215,1.0439,0.3394,-0.7838,0.8844,1.6173,0.9404,1.9438,0.8708,-0.0714,1.0157,67.5889,33.4649
1810,0,30.0,40,0.8,0.6076,-0.2432,0.9833,-0.5294,0.8611,0.7448,0.1093,-0.5106,0.5978,1.1503,0.6631,1.3565,0.6147,-0.7949,0.6147,83.2668,19.0214
1811,1,50.0,51,0.2549,0.9766,0.2174,0.9869,0.1707,0.9976,0.9721,0.0269,-1.5511,1.2964,2.5493,1.4342,2.6278,1.2881,-0.52,0.8628,61.767,1.738
1812,1,30.0,39,0.4359,0.9118,0.0286,1.0142,-0.0303,1.015,0.7492,0.26,-0.4648,0.5968,1.331,0.9373,1.3075,0.6684,0.0526,1.012,97.3354,55.7138
1813,0,60.0,125,0.04,1.0032,0.0756,1.0014,0.3982,0.9214,0.4768,0.1182,-1.0259,1.0506,1.5554,1.0938,1.5907,1.1332,0.6452,0.7671,133.6589,33.6747
1814,1,57.9667,65,0.2,0.9874,-0.0508,1.0073,-0.0566,1.008,0.8911,0.223,-1.7105,1.4376,2.6177,1.5146,2.7018,1.4354,-0.1562,0.9955,75.6436,36.2502
1815,0,31.0,39,0.0256,1.0127,-0.0857,1.0109,0.0,1.016,0.7902,0.1167,-0.5533,0.6012,1.2826,0.7263,1.4726,0.6021,-1.0,0.0,77.7867,12.9999
1816,0,30.0,54,0.1852,0.9919,-0.04,1.0093,-0.4468,0.9043,0.5234,0.2174,-0.5937,0.6905,1.1571,0.7331,1.2189,0.7321,-0.3962,0.9269,133.6242,50.1716
1817,0,30.0,21,0.3333,0.9661,0.0,1.029,-0.3333,0.9759,1.4257,0.1343,-0.9359,1.0631,2.0285,1.1727,2.4656,1.0008,-0.8,0.6156,42.5771,5.5198
1818,0,21.94,28,0.2857,0.9759,0.12,1.0132,0.0,1.0235,0.7878,0.0618,-0.2489,0.4437,0.9737,0.6081,1.1665,0.4711,0.1852,1.0014,76.6256,6.1601
1819,1,30.0,37,0.4595,0.9005,-0.1176,1.008,-0.0968,1.0118,0.7925,0.0955,-0.5258,0.622,1.301,0.7457,1.4235,0.6554,-0.6667,0.7559,77.6871,16.9649
1820,0,60.0,64,0.25,0.9759,0.1724,0.9936,-0.2692,0.9725,0.9397,0.2944,-1.9847,1.5427,2.8526,1.5828,3.0278,1.5415,-0.6825,0.7367,73.221,35.6185
1821,1,30.0,44,0.9545,0.3015,0.2195,0.9877,-0.2632,0.9777,0.6704,0.105,-0.4953,0.5345,1.1548,0.646,1.2806,0.5594,-0.4884,0.883,93.5438,26.5533
1822,1,30.0,45,-0.0667,1.009,0.0952,1.0075,-0.2308,0.9857,0.6732,0.217,-0.4575,0.5068,1.0521,0.5213,1.2321,0.4761,-0.2727,0.9732,104.111,49.4639
1823,1,23.2733,35,-0.0857,1.0109,-0.0323,1.016,0.1429,1.0079,0.6505,0.2525,-0.868,0.5236,1.4138,0.6453,1.5738,0.661,-0.0588,1.0133,123.0985,103.1893
1824,1,30.0,28,0.6429,0.78,0.44,0.9165,-0.0909,1.0193,1.0962,0.0211,-0.8419,0.9482,1.6996,1.1246,2.0428,0.9567,-1.0,0.0,54.7557,1.0688
1825,1,30.0,37,-0.4054,0.9267,0.0588,1.0133,0.0968,1.0118,0.8108,0.1003,-0.4564,0.6841,1.307,0.7794,1.3866,0.7102,-0.1111,1.0079,76.0988,17.6635
1826,1,60.0,73,-0.5342,0.8512,0.0746,1.0047,0.3443,0.9467,0.8242,0.1574,-1.7677,1.358,2.5839,1.4446,2.7049,1.3479,-0.5556,0.8373,83.9978,72.4002
1827,0,27.88,32,-0.25,0.9837,-0.2143,0.9947,-0.12,1.0132,0.8727,0.2322,-0.8975,1.0671,1.699,1.2872,1.8585,1.1135,-0.7419,0.6816,77.1763,33.8104
1828,0,60.0,86,0.4186,0.9135,-0.05,1.0051,-0.5135,0.8639,0.6991,0.1857,-1.5142,1.192,2.1748,1.2234,2.3188,1.2006,-0.7647,0.6482,92.3497,25.6894
1829,0,30.0,31,0.2258,0.9903,0.4286,0.9201,0.2,1.0,0.9562,0.1762,-0.633,0.7674,1.5038,0.9378,1.6951,0.834,0.1333,1.008,64.913,12.803
1830,1,60.0,69,0.2464,0.9763,-0.1111,1.0018,-0.193,0.9899,0.8649,0.136,-1.9036,1.5481,2.7651,1.668,2.8963,1.5985,-0.5588,0.8355,70.9391,10.2602
1831,0,30.0,36,-0.2222,0.9888,0.3333,0.9574,0.0667,1.0148,0.844,0.0924,-0.5592,0.6508,1.3782,0.7899,1.5141,0.6544,0.1429,1.0042,72.0849,10.078
1832,0,30.0,41,0.0244,1.0121,-0.2105,0.9907,0.1429,1.0042,0.7372,0.2895,-0.4543,0.6026,1.2079,0.7653,1.2923,0.6784,-0.35,0.9487,98.7941,46.9565
1833,0,30.0,49,0.4286,0.9129,0.3478,0.9479,0.3953,0.9294,0.6051,0.1689,-0.3804,0.5238,0.9914,0.5624,1.0793,0.5685,-1.0,0.0,106.7454,27.8166
1834,1,30.0,30,0.0667,1.0148,0.3333,0.9608,0.1667,1.0072,0.9761,0.1776,-0.603,0.7246,1.5775,0.8266,1.6801,0.7004,-0.3103,0.9675,65.7934,25.595
1835,0,60.0,102,0.2353,0.9767,0.0625,1.0033,0.0667,1.0034,0.5865,0.2659,-1.2482,0.8977,1.9201,0.9463,1.9388,0.8748,0.0495,1.0038,134.2839,76.2192
1836,1,60.0,65,-0.4769,0.8858,0.1864,0.9909,-0.0566,1.008,0.9103,0.1001,-1.9374,1.5408,2.8867,1.6389,2.9563,1.554,0.2188,0.9835,67.236,12.8334
1837,0,30.0,52,0.0769,1.0068,-0.0204,1.0102,0.3478,0.9479,0.568,0.0304,-0.4339,0.4895,0.9423,0.4664,1.0949,0.4811,0.0196,1.0098,105.9351,5.9685
1838,0,30.0,42,0.5714,0.8306,-0.4359,0.9118,-0.3889,0.9344,0.7189,0.208,-0.449,0.6012,1.1328,0.7459,1.2656,0.6635,-0.6098,0.8024,94.5506,42.2099
1839,1,30.0,42,-0.5238,0.8622,0.1282,1.0047,0.4444,0.9085,0.7056,0.1712,-0.4828,0.5525,1.14,0.6405,1.2926,0.5646,-0.4146,0.9213,96.5047,50.6008
1840,0,30.0,56,0.4286,0.9117,-0.2075,0.9876,-0.36,0.9424,0.5361,0.0224,-0.3691,0.4329,0.8874,0.4338,1.0007,0.423,-0.0545,1.0077,112.1208,4.7228
1841,0,30.0,36,-0.2222,0.9888,0.125,1.008,-0.2414,0.9876,0.797,0.3168,-1.2605,0.8455,1.9932,1.0211,2.1643,1.0012,-0.6,0.8117,100.5911,79.182
1842,1,60.0,85,0.7647,0.6482,0.1139,0.9998,-0.1781,0.9908,0.7033,0.0657,-1.5657,1.1744,2.2159,1.2184,2.3776,1.1667,0.119,0.9989,86.2651,11.031
1843,0,30.0,42,-0.1429,1.0017,-0.1282,1.0047,-0.1667,1.0,0.6903,0.3367,-0.4899,0.5867,1.0979,0.6366,1.2579,0.64,-0.2195,0.9877,113.5556,60.4158
1844,0,30.0,41,0.2683,0.9753,0.2632,0.9777,0.4857,0.8869,0.7088,0.2077,-0.4852,0.5998,1.1723,0.6289,1.2937,0.5982,0.75,0.6699,91.0429,24.0008
1845,1,30.0,38,-0.2105,0.9907,0.0286,1.0142,-0.125,1.008,0.78,0.2423,-0.5243,0.6049,1.2517,0.7958,1.4105,0.6612,0.1892,0.9955,89.3316,43.4743
1846,0,30.0,64,0.125,1.0,0.1333,0.9994,-0.2982,0.963,0.4677,0.1702,-0.6645,0.5932,1.1692,0.6196,1.2247,0.6181,-0.619,0.7917,237.8011,740.185
1847,1,30.0,36,0.2778,0.9743,0.1515,1.0038,0.1333,1.008,0.8354,0.1958,-0.5481,0.6074,1.3824,0.7447,1.5228,0.5936,-0.3143,0.9632,78.9929,33.0367
1848,1,30.0,34,0.1176,1.008,0.2258,0.9903,-0.1429,1.0079,0.8948,0.2983,-0.5557,0.8985,1.3609,1.1193,1.5344,1.1351,0.0909,1.0113,83.2338,55.6579
1849,0,30.0,38,0.3684,0.9421,0.3143,0.9632,0.25,0.9837,0.7811,0.2852,-0.5096,0.6778,1.2083,0.8094,1.384,0.7564,-0.2432,0.9833,89.5268,43.8259
1850,0,49.4533,68,0.9412,0.3404,-0.1429,0.9977,-0.5517,0.8413,0.7278,0.0917,-1.2826,1.0144,1.8155,1.0766,2.1247,1.0197,-0.9403,0.3429,83.2894,6.9866
1851,1,30.0,25,0.68,0.7483,0.3636,0.9535,-0.4737,0.9048,1.2012,0.0503,-0.9042,0.9574,1.805,1.063,2.2227,0.9254,-0.9167,0.4082,50.0306,2.0617
1852,1,30.0,30,0.4,0.9322,0.1852,1.0014,0.1667,1.0072,0.9803,0.2735,-0.642,0.6888,1.4616,0.7773,1.7167,0.6528,-0.4483,0.9097,70.1888,34.3029
1853,0,30.0,53,-0.0943,1.0051,-0.16,0.9971,-0.1064,1.0051,0.5542,0.0179,-0.3645,0.4589,0.8914,0.4708,1.0198,0.4618,0.1923,0.9909,108.3778,3.3794
1854,1,30.0,39,-0.2821,0.9719,-0.0556,1.0126,-0.0909,1.0113,0.7573,0.1807,-0.5006,0.6026,1.2171,0.7685,1.3731,0.6749,0.1053,1.0078,87.7883,38.9234
1855,0,30.0,32,-0.125,1.008,0.1724,1.0025,0.2308,0.9923,0.9239,0.1847,-0.617,0.6992,1.5234,0.8679,1.6632,0.7326,-1.0,0.0,67.2847,14.495
1856,0,60.0,62,-0.0968,1.0034,0.25,0.977,0.16,0.9971,0.9496,0.2578,-2.0024,1.7533,2.9307,1.8796,3.0458,1.8565,-0.3443,0.9467,70.6991,31.6101
1857,1,22.5067,31,0.4839,0.8896,0.0714,1.0157,0.44,0.9165,0.7199,0.1424,-0.256,0.5376,0.8871,0.6326,1.0805,0.6032,-0.2,0.9965,85.3153,10.7753
1858,0,30.0,45,0.2,0.9909,-0.1905,0.9936,-0.3846,0.9351,0.6709,0.2593,-0.4275,0.5195,1.1185,0.6364,1.1902,0.5854,-0.7727,0.6421,110.337,58.0672
